CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_ID_PUBLISH,FLAG_PHONE,CNT_FAM_MEMBERS,HOUR_APPR_PROCESS_START,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,NONLIVINGAREA_AVG,FLOORSMAX_MODE,FLOORSMIN_MODE,FLOORSMAX_MEDI,OBS_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,EMERGENCYSTATE_MODE_No,DAYS_EMPLOYED_PERC,ANNUITY_INCOME_PERC,PAYMENT_RATE,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_AMT_CREDIT_SUM_SUM,BURO_AMT_CREDIT_SUM_DEBT_SUM,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_CREDIT_TYPE_Consumer credit_MEAN,BURO_CREDIT_TYPE_Credit card_MEAN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,ACTIVE_MONTHS_BALANCE_SIZE_SUM,CLOSED_DAYS_CREDIT_MAX,CLOSED_AMT_CREDIT_SUM_SUM,CLOSED_AMT_ANNUITY_MAX,PREV_APP_CREDIT_PERC_MIN,PREV_APP_CREDIT_PERC_MAX,PREV_APP_CREDIT_PERC_VAR,PREV_HOUR_APPR_PROCESS_START_MAX,PREV_RATE_DOWN_PAYMENT_MAX,PREV_CNT_PAYMENT_MEAN,PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,PREV_NAME_CLIENT_TYPE_New_MEAN,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,PREV_NAME_PRODUCT_TYPE_XNA_MEAN,PREV_CHANNEL_TYPE_Country-wide_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_low_normal_MEAN,PREV_NAME_YIELD_GROUP_middle_MEAN,APPROVED_AMT_ANNUITY_MEAN,APPROVED_APP_CREDIT_PERC_MAX,APPROVED_AMT_DOWN_PAYMENT_MAX,APPROVED_HOUR_APPR_PROCESS_START_MIN,APPROVED_HOUR_APPR_PROCESS_START_MAX,APPROVED_RATE_DOWN_PAYMENT_MIN,APPROVED_DAYS_DECISION_MIN,APPROVED_CNT_PAYMENT_MEAN,REFUSED_CNT_PAYMENT_SUM,POS_MONTHS_BALANCE_MAX,POS_MONTHS_BALANCE_SIZE,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,INSTAL_DPD_MAX,INSTAL_DPD_SUM,INSTAL_DBD_SUM,INSTAL_PAYMENT_PERC_VAR,INSTAL_PAYMENT_DIFF_MAX,INSTAL_AMT_PAYMENT_MIN,INSTAL_AMT_PAYMENT_MEAN,INSTAL_AMT_PAYMENT_SUM,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,CC_AMT_DRAWINGS_ATM_CURRENT_SUM,CC_CNT_DRAWINGS_ATM_CURRENT_MAX,CC_CNT_DRAWINGS_ATM_CURRENT_SUM,CC_CNT_INSTALMENT_MATURE_CUM_MIN
0,1,0,0.0,202500.0,1506816.0,47443.5,450000.0,0.025164,-22784.0,-1525.0,-4153.0,1.0,2.0,8.0,0.67906111813914,0.162144567666238,0.4294236843421945,0.001,0.1667,0.2083,0.1667,0.0,0.0,-1172.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1124933475252794,0.2342888888888888,0.031485927943425,-2712.0,-130.0,2431975.5,0.0,1.0,0.8333333333333334,0.0833333333333333,-232.0,-518.0,271.0,889.0,584.0,0.0,-185.0,360000.0,4611.51,0.9237875288683602,1.0,0.0011616681511982,13.0,0.0,21.0,0.6,0.6,0.0,0.0,1.0,0.0,0.4,0.2,0.0,0.8,31950.165,1.0,0.0,7.0,12.0,0.0,-2788.0,19.0,48.0,-28.0,59.0,3.0,10.0,0.0,640.0,0.1776486491594109,0.0,12.15,26484.82760869565,1827453.105,-2098.68115942029,45000.0,3.0,2.0,0.0
1,1,0,0.0,63000.0,450000.0,16807.5,450000.0,0.028663,-23807.0,-1525.0,-4695.0,0.0,2.0,12.0,0.5059979305057544,0.6185120404664443,0.8473135191130302,0.0,0.3333,0.375,0.3333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.1124933475252794,0.2667857142857143,0.03735,-2404.0,367.0,868671.0,0.0,1.0,1.0,0.0,-232.0,-518.0,271.0,889.0,584.0,0.0,-1214.0,868671.0,4611.51,1.0,1.0264532146220358,0.0002332575212798,12.0,0.1013835403726707,10.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,5839.92,1.0264532146220358,5395.5,10.0,10.0,0.1013835403726707,-2447.0,10.0,0.0,-3.0,19.0,1.0,14.0,14.0,169.0,0.0,0.0,4882.005,5617.080000000001,73022.04000000001,-2429.538461538461,45000.0,3.0,2.0,0.0
1,0,0,0.0,180000.0,781920.0,47965.5,675000.0,0.010147,-19376.0,-4225.0,-2909.0,0.0,2.0,12.0,0.5059979305057544,0.5066601684181845,0.5352762504724826,0.0485,0.1667,0.2083,0.1667,5.0,5.0,-1384.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2180532617671346,0.266475,0.0613432320441988,-1827.0,641.0,829531.3725,120051.0,0.625,0.75,0.1666666666666666,-232.0,-518.0,271.0,889.0,584.0,0.0,-694.0,360000.0,4611.51,0.8552980292005975,1.000043782837128,0.0046833925137609,12.0,4.7681402263075565e-05,14.4,0.0,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.8888888888888888,0.5555555555555556,0.0,0.0,0.0,0.2222222222222222,13375.36125,1.000043782837128,1.8,10.0,12.0,4.7681402263075565e-05,-1384.0,18.0,0.0,-2.0,22.0,4.0,0.0,0.0,440.0,0.0,0.0,2155.41,11305.755,1224903.465,-664.2608695652174,0.0,3.0,0.0,0.0
1,0,1,0.0,67500.0,280170.0,28836.0,247500.0,0.00712,-19675.0,-3824.0,-3220.0,0.0,2.0,8.0,0.7899538818772694,0.6034352740925901,0.6512602186973006,0.016,0.1667,0.2083,0.1667,0.0,0.0,-1989.0,1.0,2.0,1.0,1.0,1.0,1.0,0.1943583227445997,0.1602,0.1029232251847092,-1607.0,558.0,113355.0,0.0,0.0,0.5,0.5,-551.0,-1079.0,271.0,558.0,-434.0,0.0,-694.0,360000.0,4611.51,0.8844328503630134,1.1111498865817484,0.0075639705682987,14.0,0.1089432960255824,11.333333333333334,0.1666666666666666,1.0,0.5,0.0,0.1666666666666666,0.8333333333333334,0.0,0.1666666666666666,0.1666666666666666,0.6666666666666666,15764.6625,1.1111498865817484,25789.5,9.0,14.0,0.0,-1989.0,11.333333333333334,18.0,-2.0,60.0,2.0,1.0,3.0,439.0,0.0,0.0,3074.895,19632.13,1060135.02,-1171.111111111111,45000.0,3.0,2.0,0.0
1,1,0,0.0,180000.0,1094953.5,36315.0,981000.0,0.015221,-19193.0,-832.0,-2683.0,0.0,1.0,12.0,0.642178803745638,0.2936427530082477,0.445396241560834,0.001,0.1667,0.2083,0.1667,0.0,0.0,-1222.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0433491377064554,0.20175,0.0331657919719878,-2868.0,873.0,365607.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,-500.0,-1663.0,271.0,873.0,-421.0,0.0,-1859.0,185607.0,4611.51,0.9099181073703366,1.18984250764526,0.1047750734994526,16.0,0.2086170958406936,8.4,0.1,0.9,0.5,0.1,0.7,0.3,0.0,0.2,0.0,0.6,28304.335000000003,1.18984250764526,8356.5,8.0,16.0,4.1670005120420193e-05,-1222.0,9.333333333333334,0.0,-2.0,60.0,2.0,0.0,0.0,785.0,0.0,0.0,5796.99,31564.30075471698,1672907.94,-538.3584905660377,0.0,3.0,0.0,0.0
0,0,1,2.0,180000.0,1350000.0,51421.5,450000.0,0.01885,-14323.0,-4488.0,-4637.0,1.0,4.0,15.0,0.5059979305057544,0.6586445249621556,0.5352762504724826,0.0001,0.1667,0.2083,0.25,0.0,0.0,-1188.0,0.0,1.0,1.0,0.0,1.0,1.0,0.3133421769182434,0.285675,0.03809,-1827.0,641.0,829531.3725,120051.0,0.625,0.75,0.1666666666666666,-232.0,-518.0,271.0,889.0,584.0,0.0,-694.0,360000.0,4611.51,0.968054211035818,1.2102103697407565,0.0092136270538839,16.0,0.2123408225867277,6.0,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.2857142857142857,0.4285714285714285,0.8571428571428571,0.4285714285714285,0.1428571428571428,0.0,0.4285714285714285,12273.5475,1.2102103697407565,10257.75,12.0,14.0,0.1039665605095541,-1169.0,6.0,18.0,-1.0,21.0,3.0,0.0,0.0,244.0,0.0,0.0,9181.89,13333.402058823527,226667.835,-542.7058823529412,45000.0,3.0,2.0,0.0
1,1,1,0.0,252000.0,450000.0,35685.0,450000.0,0.026392,-9097.0,-132.0,-1761.0,0.0,1.0,15.0,0.5059979305057544,0.5830810547677437,0.6109913280868294,0.0,0.25,0.2083,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0145102781136638,0.1416071428571428,0.0793,-454.0,879.0,1143072.72,473481.0,0.3333333333333333,1.0,0.0,-217.0,-227.0,128.0,879.0,503.5,16.0,-454.0,108072.72,41250.015,1.0,1.1110744749480324,0.0061687694924905,18.0,0.1088767707525691,12.0,0.0,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.5,6371.505,1.1110744749480324,6973.2,17.0,17.0,0.1088767707525691,-709.0,12.0,0.0,-19.0,5.0,2.0,0.0,0.0,92.0,0.0,0.0,6371.505,21494.835,64484.505,-668.6666666666666,45000.0,3.0,2.0,0.0
1,0,0,0.0,112500.0,1575000.0,43443.0,450000.0,0.030755,-12874.0,-3952.0,-4628.0,0.0,2.0,17.0,0.474954942352558,0.7855132046201512,0.7032033049040319,0.0,0.1667,0.2083,0.1667,0.0,0.0,-773.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3069752990523536,0.38616,0.0275828571428571,-2849.0,-790.0,547153.02,226327.5,0.8,0.8,0.2,-588.0,-588.0,271.0,889.0,584.0,0.0,-882.0,310903.02,4611.51,0.968054211035818,1.0,0.0002186857355451,17.0,0.0,2.25,0.625,0.125,0.25,0.125,0.875,0.125,0.0,0.25,0.125,0.0,11927.25,1.0,0.0,12.0,12.0,0.0,-773.0,6.0,12.0,-19.0,7.0,1.0,0.0,0.0,56.0,0.0,0.0,11912.49,11923.1025,71538.615,-673.3333333333334,45000.0,3.0,2.0,0.0
0,1,0,2.0,112500.0,180000.0,14350.5,180000.0,0.009175,-17065.0,-463.0,-597.0,0.0,4.0,14.0,0.5059979305057544,0.7398965696576331,0.0754609403067,0.001,0.1667,0.2083,0.1667,4.0,4.0,-829.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0271315558159976,0.12756,0.079725,-930.0,1028.0,2117484.0,576661.5,0.2,0.4,0.4,-201.0,-583.25,651.0,1028.0,858.3333333333334,0.0,-685.0,4500.0,12726.0,0.9099181073703366,0.9099181073703366,0.0068980835601896,11.0,0.1042815951254011,18.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1111111111111111,0.0,0.0,22680.045,0.9099181073703366,4698.0,11.0,11.0,0.0,-829.0,18.0,18.0,-15.0,14.0,3.0,0.0,0.0,182.0,0.0,0.0,42.705,17026.166739130436,391601.835,-623.2173913043479,45000.0,3.0,2.0,0.0
1,0,0,0.0,270000.0,1223010.0,48631.5,1125000.0,0.04622,-15906.0,-2027.0,-3250.0,0.0,2.0,15.0,0.5059979305057544,0.6889609020690507,0.4902575124990026,0.0,0.3333,0.2083,0.3333,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1274361876021627,0.1801166666666666,0.039763779527559,-2853.0,-51.0,1167688.26,519597.0,0.8571428571428571,0.8571428571428571,0.1428571428571428,-232.0,-1156.0,271.0,889.0,584.0,0.0,-289.0,645688.26,4611.51,1.1111111111111112,1.1111111111111112,0.0068980835601896,15.0,0.1089090909090909,10.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0666666666666666,0.0,10659.42,1.1111111111111112,10660.5,15.0,15.0,0.1089090909090909,-2584.0,10.0,18.0,-3.0,11.0,1.0,0.0,0.0,22.0,0.0,10656.0,3.42,5919.35,106548.3,-2405.4444444444443,45000.0,3.0,2.0,0.0
1,0,0,2.0,112500.0,1056447.0,31018.5,922500.0,0.031329,-13462.0,-214.0,-1253.0,0.0,4.0,8.0,0.3328344271210731,0.2262502833476409,0.5352762504724826,0.0157,0.1667,0.2083,0.1667,0.0,0.0,-3362.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0158965978309315,0.27572,0.0293611511036521,-1827.0,641.0,829531.3725,120051.0,0.625,0.75,0.1666666666666666,-232.0,-518.0,271.0,889.0,584.0,0.0,-694.0,360000.0,4611.51,1.0,1.0,0.0068980835601896,14.0,0.1042815951254011,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,10125.0,1.0,4698.0,14.0,14.0,0.0,-349.0,0.0,18.0,-3.0,21.0,1.0,0.0,0.0,72.0,0.0,0.0,3.825,9775.73911764706,166187.565,-161.88235294117646,144000.0,5.0,6.0,0.0
