CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_ID_PUBLISH,FLAG_PHONE,CNT_FAM_MEMBERS,HOUR_APPR_PROCESS_START,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,NONLIVINGAREA_AVG,FLOORSMAX_MODE,FLOORSMIN_MODE,FLOORSMAX_MEDI,OBS_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,EMERGENCYSTATE_MODE_No,DAYS_EMPLOYED_PERC,ANNUITY_INCOME_PERC,PAYMENT_RATE,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_AMT_CREDIT_SUM_SUM,BURO_AMT_CREDIT_SUM_DEBT_SUM,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_CREDIT_TYPE_Consumer credit_MEAN,BURO_CREDIT_TYPE_Credit card_MEAN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,ACTIVE_MONTHS_BALANCE_SIZE_SUM,CLOSED_DAYS_CREDIT_MAX,CLOSED_AMT_CREDIT_SUM_SUM,CLOSED_AMT_ANNUITY_MAX,PREV_APP_CREDIT_PERC_MIN,PREV_APP_CREDIT_PERC_MAX,PREV_APP_CREDIT_PERC_VAR,PREV_HOUR_APPR_PROCESS_START_MAX,PREV_RATE_DOWN_PAYMENT_MAX,PREV_CNT_PAYMENT_MEAN,PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,PREV_NAME_CLIENT_TYPE_New_MEAN,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,PREV_NAME_PRODUCT_TYPE_XNA_MEAN,PREV_CHANNEL_TYPE_Country-wide_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_low_normal_MEAN,PREV_NAME_YIELD_GROUP_middle_MEAN,APPROVED_AMT_ANNUITY_MEAN,APPROVED_APP_CREDIT_PERC_MAX,APPROVED_AMT_DOWN_PAYMENT_MAX,APPROVED_HOUR_APPR_PROCESS_START_MIN,APPROVED_HOUR_APPR_PROCESS_START_MAX,APPROVED_RATE_DOWN_PAYMENT_MIN,APPROVED_DAYS_DECISION_MIN,APPROVED_CNT_PAYMENT_MEAN,REFUSED_CNT_PAYMENT_SUM,POS_MONTHS_BALANCE_MAX,POS_MONTHS_BALANCE_SIZE,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,INSTAL_DPD_MAX,INSTAL_DPD_SUM,INSTAL_DBD_SUM,INSTAL_PAYMENT_PERC_VAR,INSTAL_PAYMENT_DIFF_MAX,INSTAL_AMT_PAYMENT_MIN,INSTAL_AMT_PAYMENT_MEAN,INSTAL_AMT_PAYMENT_SUM,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,CC_AMT_DRAWINGS_ATM_CURRENT_SUM,CC_CNT_DRAWINGS_ATM_CURRENT_MAX,CC_CNT_DRAWINGS_ATM_CURRENT_SUM,CC_CNT_INSTALMENT_MATURE_CUM_MIN,TARGET
1,0,0,0.0,202500.0,835380.0,36796.5,675000.0,0.018801,-16794.0,-3072.0,-341.0,0.0,1.0,6.0,0.7385458137261947,0.587438837166731,0.3139166772114369,0.001,0.1667,0.2083,0.1667,0.0,0.0,-1414.0,1.0,3.0,0.0,0.0,0.0,0.0,0.1829224723115398,0.1817111111111111,0.044047619047619,-2624.0,1595.0,829531.3725,120051.0,0.7391304347826086,0.6086956521739131,0.391304347826087,-231.0,-869.6666666666666,-128.0,1595.0,868.0,0.0,-197.0,360000.0,47101.5,0.850894857758743,1.0,0.003960707988021,14.0,0.0,22.0,0.0,0.4285714285714285,0.2857142857142857,0.1428571428571428,0.8571428571428571,0.2857142857142857,0.1428571428571428,0.0,0.2857142857142857,0.0,26020.47,1.0,0.0,9.0,12.0,0.0,-1196.0,24.0,60.0,-7.0,29.0,2.0,2.0,2.0,292.0,0.0,0.0,106.29,11305.755,270373.5,-610.6666666666666,90000.0,1.0,1.0,0.0,0.0
0,1,0,2.0,225000.0,971280.0,54364.5,900000.0,0.008625,-18664.0,-6560.0,-2221.0,0.0,4.0,9.0,0.5059979305057544,0.3816721237004155,0.3539876078507373,0.0015,0.3333,0.375,0.3333,0.0,0.0,-739.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3514787826832404,0.24162,0.0559720163083765,-91.0,641.0,130000.5,124128.0,0.0,1.0,0.0,-91.0,-91.0,641.0,641.0,641.0,4.0,-694.0,360000.0,4611.51,0.9932885906040269,1.0,1.5014338693452142e-05,17.0,0.0,8.0,0.0,0.6,0.4,0.2,0.6,0.8,0.4,0.0,0.2,0.2,17496.24,1.0,0.0,11.0,17.0,0.0,-739.0,8.0,18.0,-1.0,22.0,1.0,0.0,0.0,213.0,0.0,0.0,7957.89,10290.39525,205807.905,-421.65,0.0,3.0,0.0,0.0,0.0
0,1,0,1.0,202500.0,450000.0,35554.5,450000.0,0.035792,-15151.0,-155.0,-4503.0,1.0,3.0,10.0,0.5059979305057544,0.2793012469438637,0.5495965024956946,0.001,0.1667,0.2083,0.1667,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0102303478318262,0.1755777777777777,0.07901,-2849.0,1097.0,2806749.0,832500.0,0.75,0.75,0.0,-729.0,-729.0,1097.0,1097.0,1097.0,24.0,-694.0,1456749.0,34632.0,0.8535319842858202,1.0,0.0049903764389687,19.0,0.0,12.0,0.2,0.2,0.5,0.0,0.8,0.7,0.1,0.0,0.1,0.1,10446.84,1.0,0.0,14.0,19.0,0.0,-1713.0,24.0,120.0,-22.0,25.0,2.0,0.0,0.0,179.0,0.0,0.0,7132.05,19869.89522727273,437137.695,-1305.590909090909,0.0,3.0,0.0,0.0,0.0
0,0,0,0.0,162000.0,780363.0,31077.0,697500.0,0.022625,-23481.0,-1942.0,-5000.0,0.0,2.0,11.0,0.5059979305057544,0.4899168283765479,0.7713615919194317,0.001,0.1667,0.2083,0.1667,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0827051658787956,0.1918333333333333,0.0398237743204124,-1391.0,-945.0,77050.98,0.0,1.0,0.6666666666666666,0.3333333333333333,-232.0,-518.0,271.0,889.0,584.0,0.0,-1231.0,77050.98,4611.51,0.8833922261484098,0.9044789762340036,0.0002223255145861,15.0,0.0,18.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,15070.9275,0.9044789762340036,0.0,15.0,15.0,0.0,-982.0,18.0,18.0,-2.0,33.0,2.0,0.0,0.0,324.0,0.0,0.0,12243.465,18406.28612903225,570594.87,-524.0645161290323,45000.0,3.0,2.0,0.0,0.0
1,0,1,0.0,90000.0,454500.0,14661.0,454500.0,0.0060079999999999,-15978.0,-501.0,-3907.0,0.0,1.0,18.0,0.6920346317162179,0.5950804471940627,0.5352762504724826,0.001,0.1667,0.2083,0.1667,0.0,0.0,-26.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0313556139692076,0.1629,0.0322574257425742,-1831.0,-326.0,223500.15,3060.0,0.6666666666666666,1.0,0.0,-905.0,-905.0,-326.0,-326.0,-326.0,0.0,-1098.0,189574.83,4611.51,0.8632596685082873,1.1113833815994654,0.0108647758952217,17.0,0.1091492191913117,16.0,0.0,0.6,0.8,0.2,0.6,0.6,0.4,0.2,0.2,0.2,3713.895,1.1113833815994654,2250.0,11.0,15.0,0.0,-2280.0,5.333333333333333,18.0,-1.0,15.0,2.0,0.0,0.0,667.0,0.0,0.0,2694.735,4133.481428571428,57868.74,-1445.357142857143,0.0,3.0,0.0,0.0,0.0
0,0,0,0.0,135000.0,508495.5,24462.0,454500.0,0.031329,-15443.0,-6628.0,-5968.0,1.0,2.0,9.0,0.3514960453481106,0.6000499061658199,0.2650494299443805,0.0293,0.1667,0.2083,0.1667,1.0,1.0,-737.0,1.0,2.0,1.0,1.0,1.0,1.0,0.4291912193226704,0.1812,0.04810662041257,-1559.0,1482.0,3701938.455,120051.0,0.3076923076923077,0.4615384615384615,0.5384615384615384,-239.0,-686.8888888888889,-130.0,1482.0,578.0,0.0,-774.0,971419.5,22500.0,1.1111111111111112,1.1111111111111112,0.0068980835601896,20.0,0.1089090909090909,18.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10974.358928571428,1.1111111111111112,4698.0,11.0,20.0,0.1089090909090909,-737.0,18.0,18.0,-10.0,15.0,2.0,0.0,0.0,118.0,0.0,0.0,1667.385,11305.755,611500.05,-522.0769230769231,45000.0,3.0,2.0,0.0,0.0
0,1,0,0.0,225000.0,339948.0,38578.5,315000.0,0.0228,-10511.0,-238.0,-1386.0,0.0,2.0,11.0,0.5059979305057544,0.5630638326600123,0.1884895337951677,0.001,0.1667,0.2083,0.1667,1.0,1.0,-560.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0226429454856816,0.17146,0.0488771466314399,-1645.0,1662.0,829531.3725,120051.0,0.5833333333333334,0.75,0.0833333333333333,-164.0,-757.2,-766.0,1662.0,179.6,0.0,-338.0,360000.0,0.0,1.0,1.0264290104486786,0.0068980835601896,17.0,0.1042815951254011,2.0,0.0,0.5,0.25,0.5,0.75,0.5,0.0,0.25,0.0,0.0,8391.465,1.0232990503919828,4698.0,15.0,17.0,0.0,-560.0,3.0,0.0,-4.0,7.0,2.0,0.0,0.0,96.0,0.0,0.0,159.21,11043.094285714284,231904.98,-337.6190476190476,0.0,0.0,0.0,0.0,0.0
1,1,0,0.0,297000.0,354469.5,28134.0,306000.0,0.020713,-8523.0,-1398.0,-1182.0,1.0,1.0,8.0,0.2058987643157742,0.6659367067509452,0.2238313174701554,0.0,0.0417,0.0833,0.0417,0.0,0.0,-1040.0,1.0,1.0,0.0,1.0,0.0,1.0,0.1640267511439634,0.0947272727272727,0.0793693110408653,-705.0,1477.0,4139550.0,120051.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,-335.0,-492.5,793.0,1477.0,1135.0,34.0,-705.0,1116000.0,0.0,0.74759368283338,1.0554234561857472,0.025793147407811,14.0,0.1039935937801009,14.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,26458.875,1.0554234561857472,13585.5,13.0,13.0,0.1039935937801009,-1040.0,6.0,36.0,-29.0,6.0,2.0,0.0,0.0,65.0,0.0,0.0,1667.385,38509.740000000005,154038.96000000002,-975.25,45000.0,3.0,2.0,0.0,0.0
1,0,1,1.0,112500.0,490536.0,23989.5,405000.0,0.010032,-12481.0,-103.0,-221.0,0.0,3.0,4.0,0.5059979305057544,0.3320071551137811,0.5352762504724826,0.001,0.125,0.2083,0.2292,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0082525438666773,0.21324,0.0489046675473359,-2739.0,641.0,47578.14,0.0,1.0,1.0,0.0,-232.0,-518.0,271.0,889.0,584.0,0.0,-694.0,47578.14,4611.51,0.9099181073703366,0.9099056603773584,0.0068980835601896,11.0,0.0,8.5,0.2,0.8,0.0,0.2,0.4,0.8,0.4,0.4,0.0,0.0,12742.11,0.9099056603773584,0.0,5.0,11.0,0.0,-1142.0,8.5,18.0,-2.0,36.0,1.0,2.0,5.0,418.0,0.0510129638447305,19056.78,472.815,12152.81125,437501.205,-512.6388888888889,0.0,3.0,0.0,0.0,1.0
1,0,0,0.0,135000.0,1006920.0,42790.5,900000.0,0.010276,-23599.0,-1525.0,-4685.0,0.0,2.0,11.0,0.5927564745500615,0.6440761367852966,0.7688075728291359,0.0,0.1667,0.2083,0.1667,0.0,0.0,-484.0,0.0,1.0,0.0,1.0,1.0,1.0,0.1124933475252794,0.3169666666666667,0.0424964247407937,-21.0,344.0,65920.5,65920.5,0.0,1.0,0.0,-21.0,-21.0,344.0,344.0,344.0,1.0,-694.0,360000.0,4611.51,1.0,1.0,0.0068980835601896,15.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0666666666666666,0.0,10310.625,1.0,0.0,15.0,15.0,0.0,-484.0,24.0,18.0,-1.0,16.0,1.0,0.0,0.0,108.0,0.0,0.0,10310.625,10310.625,164970.0,-234.75,45000.0,3.0,2.0,0.0,0.0
1,1,0,0.0,225000.0,550980.0,40221.0,450000.0,0.035792,-13115.0,-1663.0,-215.0,0.0,2.0,10.0,0.4694077524623269,0.6249661466372414,0.5352762504724826,0.001,0.1667,0.2083,0.1667,1.0,1.0,-843.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1268013724742661,0.17876,0.072999019928128,-1827.0,641.0,829531.3725,120051.0,0.625,0.75,0.1666666666666666,-232.0,-518.0,271.0,889.0,584.0,0.0,-694.0,360000.0,4611.51,0.8632596685082873,1.309830159547092,0.0523529749146798,18.0,0.3033116159740741,8.0,0.0,0.5,0.25,0.25,0.5,0.75,0.5,0.25,0.0,0.25,11191.05,1.0232990503919828,6750.0,9.0,16.0,0.0,-2125.0,8.0,18.0,-18.0,12.0,2.0,7.0,20.0,185.0,0.1781959925300238,20271.51,15.66,10868.053846153844,141284.69999999998,-1085.3076923076924,45000.0,3.0,2.0,0.0,0.0
